Barcode,Antibiotic,Site,Recommended,Percent Resistance
261,Nitrofurantoin,Keck,YES,1
551,Nitrofurantoin,Keck,YES,16
520,Nitrofurantoin,Keck,YES,20
700,Nitrofurantoin,Keck,NO,47
231,Nitrofurantoin,Keck,YES,1
260,Nitrofurantoin,Keck,NO,31
510,Nitrofurantoin,Keck,YES,2
171,Nitrofurantoin,Keck,YES,15
500,Nitrofurantoin,Keck,YES,1
200,Nitrofurantoin,Keck,NO,98
220,Nitrofurantoin,Keck,YES,20
731,Nitrofurantoin,Keck,NO,97
351,Nitrofurantoin,Keck,YES,19
570,Nitrofurantoin,Keck,YES,16
300,Nitrofurantoin,Keck,YES,2
671,Nitrofurantoin,Keck,YES,0
630,Nitrofurantoin,Keck,YES,1
251,Nitrofurantoin,Keck,YES,0
711,Nitrofurantoin,Keck,YES,2
321,Nitrofurantoin,Keck,YES,0
160,Nitrofurantoin,Keck,YES,1
651,Nitrofurantoin,Keck,YES,16
370,Nitrofurantoin,Keck,YES,2
550,Nitrofurantoin,Keck,YES,15
350,Nitrofurantoin,Keck,YES,19
660,Nitrofurantoin,Keck,YES,16
741,Nitrofurantoin,Keck,YES,20
750,Nitrofurantoin,Keck,YES,15
710,Nitrofurantoin,Keck,YES,19
521,Nitrofurantoin,Keck,YES,16
130,Nitrofurantoin,Keck,YES,20
320,Nitrofurantoin,Keck,YES,15
720,Nitrofurantoin,Keck,YES,19
611,Nitrofurantoin,Keck,YES,16
540,Nitrofurantoin,Keck,YES,20
730,Nitrofurantoin,Keck,YES,15
631,Nitrofurantoin,Keck,YES,1
230,Nitrofurantoin,Keck,YES,0
621,Nitrofurantoin,Keck,YES,20
341,Nitrofurantoin,Keck,YES,15
330,Nitrofurantoin,Keck,YES,19
240,Nitrofurantoin,Keck,YES,16
221,Nitrofurantoin,Keck,YES,20
121,Nitrofurantoin,Keck,YES,15
641,Nitrofurantoin,Keck,YES,19
20,Nitrofurantoin,Keck,YES,16
400,Nitrofurantoin,Keck,YES,20
331,Nitrofurantoin,Keck,YES,15
650,Nitrofurantoin,Keck,YES,19
770,Nitrofurantoin,Keck,YES,16
610,Nitrofurantoin,Keck,YES,20
161,Nitrofurantoin,Keck,YES,15
600,Nitrofurantoin,Keck,YES,19
E. coli,Ampicillin,LA County,NO,73
561,Ampicillin,LA County,NO,88
620,Ampicillin,LA County,NO,57
571,Ampicillin,LA County,NO,94
271,Ampicillin,LA County,NO,91
530,Ampicillin,LA County,YES,2
760,Ampicillin,LA County,NO,57
361,Ampicillin,LA County,NO,71
771,Ampicillin,LA County,NO,31
560,Ampicillin,LA County,NO,68
360,Ampicillin,LA County,NO,47
761,Ampicillin,LA County,YES,1
751,Ampicillin,LA County,NO,61
721,Ampicillin,LA County,YES,2
371,Ampicillin,LA County,NO,97
531,Ampicillin,LA County,NO,51
131,Ampicillin,LA County,NO,73
661,Ampicillin,LA County,NO,76
511,Ampicillin,LA County,NO,97
261,Ampicillin,LA County,NO,100
551,Ampicillin,LA County,NO,98
520,Ampicillin,LA County,NO,76
700,Ampicillin,LA County,NO,97
231,Ampicillin,LA County,NO,100
260,Ampicillin,LA County,NO,48
510,Ampicillin,LA County,NO,76
171,Ampicillin,LA County,YES,0
500,Ampicillin,LA County,NO,100
200,Ampicillin,LA County,NO,98
220,Ampicillin,LA County,NO,76
731,Ampicillin,LA County,NO,72
351,Ampicillin,LA County,NO,76
570,Ampicillin,LA County,NO,98
300,Ampicillin,LA County,NO,76
671,Ampicillin,LA County,NO,72
630,Ampicillin,LA County,NO,76
251,Ampicillin,LA County,NO,98
711,Ampicillin,LA County,NO,76
321,Ampicillin,LA County,NO,72
160,Ampicillin,LA County,NO,76
651,Ampicillin,LA County,NO,73
370,Ampicillin,LA County,NO,76
550,Ampicillin,LA County,NO,72
350,Ampicillin,LA County,NO,76
660,Ampicillin,LA County,NO,73
741,Ampicillin,LA County,YES,2
750,Ampicillin,LA County,NO,97
710,Ampicillin,LA County,NO,76
521,Ampicillin,LA County,NO,73
130,Ampicillin,LA County,NO,76
320,Ampicillin,LA County,NO,72
720,Ampicillin,LA County,NO,76
611,Ampicillin,LA County,NO,73
540,Ampicillin,LA County,NO,100
730,Ampicillin,LA County,NO,72
631,Ampicillin,LA County,NO,76
230,Ampicillin,LA County,NO,73
621,Ampicillin,LA County,NO,76
341,Ampicillin,LA County,NO,72
330,Ampicillin,LA County,NO,76
240,Ampicillin,LA County,NO,73
221,Ampicillin,LA County,NO,76
121,Ampicillin,LA County,NO,72
641,Ampicillin,LA County,NO,76
20,Ampicillin,LA County,NO,73
400,Ampicillin,LA County,NO,76
331,Ampicillin,LA County,NO,72
650,Ampicillin,LA County,NO,76
770,Ampicillin,LA County,NO,73
610,Ampicillin,LA County,NO,76
161,Ampicillin,LA County,NO,72
600,Ampicillin,LA County,NO,76
E. coli,Amoxicillin/Clavulanate,LA County,NO,39
561,Amoxicillin/Clavulanate,LA County,NO,88
620,Amoxicillin/Clavulanate,LA County,NO,37
571,Amoxicillin/Clavulanate,LA County,NO,37
271,Amoxicillin/Clavulanate,LA County,NO,31
530,Amoxicillin/Clavulanate,LA County,YES,2
760,Amoxicillin/Clavulanate,LA County,YES,0
361,Amoxicillin/Clavulanate,LA County,NO,61
771,Amoxicillin/Clavulanate,LA County,YES,0
560,Amoxicillin/Clavulanate,LA County,YES,18
360,Amoxicillin/Clavulanate,LA County,YES,0
761,Amoxicillin/Clavulanate,LA County,YES,1
751,Amoxicillin/Clavulanate,LA County,NO,36
721,Amoxicillin/Clavulanate,LA County,YES,2
371,Amoxicillin/Clavulanate,LA County,NO,97
531,Amoxicillin/Clavulanate,LA County,NO,51
131,Amoxicillin/Clavulanate,LA County,NO,39
661,Amoxicillin/Clavulanate,LA County,NO,43
511,Amoxicillin/Clavulanate,LA County,YES,0
261,Amoxicillin/Clavulanate,LA County,NO,34
551,Amoxicillin/Clavulanate,LA County,YES,0
520,Amoxicillin/Clavulanate,LA County,NO,43
700,Amoxicillin/Clavulanate,LA County,NO,97
231,Amoxicillin/Clavulanate,LA County,NO,100
260,Amoxicillin/Clavulanate,LA County,YES,0
510,Amoxicillin/Clavulanate,LA County,NO,43
171,Amoxicillin/Clavulanate,LA County,YES,0
500,Amoxicillin/Clavulanate,LA County,NO,68
200,Amoxicillin/Clavulanate,LA County,YES,0
220,Amoxicillin/Clavulanate,LA County,NO,43
731,Amoxicillin/Clavulanate,LA County,NO,38
351,Amoxicillin/Clavulanate,LA County,NO,42
570,Amoxicillin/Clavulanate,LA County,YES,0
300,Amoxicillin/Clavulanate,LA County,NO,43
671,Amoxicillin/Clavulanate,LA County,NO,38
630,Amoxicillin/Clavulanate,LA County,NO,42
251,Amoxicillin/Clavulanate,LA County,YES,0
711,Amoxicillin/Clavulanate,LA County,NO,43
321,Amoxicillin/Clavulanate,LA County,NO,38
160,Amoxicillin/Clavulanate,LA County,NO,42
651,Amoxicillin/Clavulanate,LA County,NO,39
370,Amoxicillin/Clavulanate,LA County,NO,43
550,Amoxicillin/Clavulanate,LA County,NO,38
350,Amoxicillin/Clavulanate,LA County,NO,42
660,Amoxicillin/Clavulanate,LA County,NO,39
741,Amoxicillin/Clavulanate,LA County,YES,2
750,Amoxicillin/Clavulanate,LA County,YES,0
710,Amoxicillin/Clavulanate,LA County,NO,42
521,Amoxicillin/Clavulanate,LA County,NO,39
130,Amoxicillin/Clavulanate,LA County,NO,43
320,Amoxicillin/Clavulanate,LA County,NO,38
720,Amoxicillin/Clavulanate,LA County,NO,42
611,Amoxicillin/Clavulanate,LA County,NO,39
540,Amoxicillin/Clavulanate,LA County,YES,2
730,Amoxicillin/Clavulanate,LA County,NO,38
631,Amoxicillin/Clavulanate,LA County,NO,42
230,Amoxicillin/Clavulanate,LA County,NO,39
621,Amoxicillin/Clavulanate,LA County,NO,43
341,Amoxicillin/Clavulanate,LA County,NO,38
330,Amoxicillin/Clavulanate,LA County,NO,42
240,Amoxicillin/Clavulanate,LA County,NO,39
221,Amoxicillin/Clavulanate,LA County,NO,43
121,Amoxicillin/Clavulanate,LA County,NO,38
641,Amoxicillin/Clavulanate,LA County,NO,42
20,Amoxicillin/Clavulanate,LA County,NO,39
400,Amoxicillin/Clavulanate,LA County,NO,43
331,Amoxicillin/Clavulanate,LA County,NO,38
650,Amoxicillin/Clavulanate,LA County,NO,42
770,Amoxicillin/Clavulanate,LA County,NO,39
610,Amoxicillin/Clavulanate,LA County,NO,43
161,Amoxicillin/Clavulanate,LA County,NO,38
600,Amoxicillin/Clavulanate,LA County,NO,42
E. coli,Cephalexin,LA County,NO,28
561,Cephalexin,LA County,NO,70
620,Cephalexin,LA County,YES,7
571,Cephalexin,LA County,YES,8
271,Cephalexin,LA County,YES,5
530,Cephalexin,LA County,YES,2
760,Cephalexin,LA County,YES,0
361,Cephalexin,LA County,NO,51
771,Cephalexin,LA County,YES,0
560,Cephalexin,LA County,YES,2
360,Cephalexin,LA County,YES,0
761,Cephalexin,LA County,YES,1
751,Cephalexin,LA County,NO,48
721,Cephalexin,LA County,YES,2
371,Cephalexin,LA County,NO,47
531,Cephalexin,LA County,YES,1
131,Cephalexin,LA County,NO,28
661,Cephalexin,LA County,NO,31
511,Cephalexin,LA County,YES,0
261,Cephalexin,LA County,NO,34
551,Cephalexin,LA County,NO,65
520,Cephalexin,LA County,NO,31
700,Cephalexin,LA County,NO,97
231,Cephalexin,LA County,NO,34
260,Cephalexin,LA County,YES,0
510,Cephalexin,LA County,NO,31
171,Cephalexin,LA County,YES,0
500,Cephalexin,LA County,NO,34
200,Cephalexin,LA County,NO,48
220,Cephalexin,LA County,NO,31
731,Cephalexin,LA County,NO,27
351,Cephalexin,LA County,NO,31
570,Cephalexin,LA County,YES,0
300,Cephalexin,LA County,NO,31
671,Cephalexin,LA County,NO,27
630,Cephalexin,LA County,NO,31
251,Cephalexin,LA County,NO,48
711,Cephalexin,LA County,NO,31
321,Cephalexin,LA County,NO,27
160,Cephalexin,LA County,NO,31
651,Cephalexin,LA County,NO,28
370,Cephalexin,LA County,NO,31
550,Cephalexin,LA County,NO,27
350,Cephalexin,LA County,NO,31
660,Cephalexin,LA County,NO,28
741,Cephalexin,LA County,YES,2
750,Cephalexin,LA County,YES,0
710,Cephalexin,LA County,NO,31
521,Cephalexin,LA County,NO,28
130,Cephalexin,LA County,NO,31
320,Cephalexin,LA County,NO,27
720,Cephalexin,LA County,NO,31
611,Cephalexin,LA County,NO,28
540,Cephalexin,LA County,YES,2
730,Cephalexin,LA County,NO,27
631,Cephalexin,LA County,NO,31
230,Cephalexin,LA County,NO,28
621,Cephalexin,LA County,NO,31
341,Cephalexin,LA County,NO,27
330,Cephalexin,LA County,NO,31
240,Cephalexin,LA County,NO,28
221,Cephalexin,LA County,NO,31
121,Cephalexin,LA County,NO,27
641,Cephalexin,LA County,NO,31
20,Cephalexin,LA County,NO,28
400,Cephalexin,LA County,NO,31
331,Cephalexin,LA County,NO,27
650,Cephalexin,LA County,NO,31
770,Cephalexin,LA County,NO,28
610,Cephalexin,LA County,NO,31
161,Cephalexin,LA County,NO,27
600,Cephalexin,LA County,NO,31
E. coli,Ceftazidime,LA County,NO,21
561,Ceftazidime,LA County,NO,52
620,Ceftazidime,LA County,YES,0
571,Ceftazidime,LA County,YES,1
271,Ceftazidime,LA County,YES,5
530,Ceftazidime,LA County,YES,2
760,Ceftazidime,LA County,YES,0
361,Ceftazidime,LA County,NO,51
771,Ceftazidime,LA County,YES,0
560,Ceftazidime,LA County,YES,2
360,Ceftazidime,LA County,YES,0
761,Ceftazidime,LA County,YES,1
751,Ceftazidime,LA County,NO,36
721,Ceftazidime,LA County,YES,2
371,Ceftazidime,LA County,NO,47
531,Ceftazidime,LA County,YES,1
131,Ceftazidime,LA County,NO,21
661,Ceftazidime,LA County,NO,25
511,Ceftazidime,LA County,YES,0
261,Ceftazidime,LA County,YES,1
551,Ceftazidime,LA County,NO,65
520,Ceftazidime,LA County,NO,25
700,Ceftazidime,LA County,NO,97
231,Ceftazidime,LA County,NO,34
260,Ceftazidime,LA County,YES,0
510,Ceftazidime,LA County,NO,25
171,Ceftazidime,LA County,YES,0
500,Ceftazidime,LA County,YES,1
200,Ceftazidime,LA County,NO,31
220,Ceftazidime,LA County,NO,25
731,Ceftazidime,LA County,NO,20
351,Ceftazidime,LA County,NO,24
570,Ceftazidime,LA County,YES,0
300,Ceftazidime,LA County,NO,25
671,Ceftazidime,LA County,NO,20
630,Ceftazidime,LA County,NO,24
251,Ceftazidime,LA County,NO,48
711,Ceftazidime,LA County,NO,25
321,Ceftazidime,LA County,NO,20
160,Ceftazidime,LA County,NO,24
651,Ceftazidime,LA County,NO,21
370,Ceftazidime,LA County,NO,25
550,Ceftazidime,LA County,NO,20
350,Ceftazidime,LA County,NO,24
660,Ceftazidime,LA County,NO,21
741,Ceftazidime,LA County,YES,2
750,Ceftazidime,LA County,YES,0
710,Ceftazidime,LA County,NO,24
521,Ceftazidime,LA County,NO,21
130,Ceftazidime,LA County,NO,25
320,Ceftazidime,LA County,NO,20
720,Ceftazidime,LA County,NO,24
611,Ceftazidime,LA County,NO,21
540,Ceftazidime,LA County,YES,2
730,Ceftazidime,LA County,NO,20
631,Ceftazidime,LA County,NO,24
230,Ceftazidime,LA County,NO,21
621,Ceftazidime,LA County,NO,25
341,Ceftazidime,LA County,NO,20
330,Ceftazidime,LA County,NO,24
240,Ceftazidime,LA County,NO,21
221,Ceftazidime,LA County,NO,25
121,Ceftazidime,LA County,NO,20
641,Ceftazidime,LA County,NO,24
20,Ceftazidime,LA County,NO,21
400,Ceftazidime,LA County,NO,25
331,Ceftazidime,LA County,NO,20
650,Ceftazidime,LA County,NO,24
770,Ceftazidime,LA County,NO,21
610,Ceftazidime,LA County,NO,25
161,Ceftazidime,LA County,NO,20
600,Ceftazidime,LA County,NO,24
E. coli,ESBL,LA County,YES,15
561,ESBL,LA County,NO,42
620,ESBL,LA County,YES,0
571,ESBL,LA County,YES,1
271,ESBL,LA County,YES,5
530,ESBL,LA County,YES,2
760,ESBL,LA County,YES,0
361,ESBL,LA County,NO,31
771,ESBL,LA County,YES,0
560,ESBL,LA County,YES,2
360,ESBL,LA County,YES,0
761,ESBL,LA County,YES,1
751,ESBL,LA County,NO,36
721,ESBL,LA County,YES,2
371,ESBL,LA County,NO,47
531,ESBL,LA County,YES,1
131,ESBL,LA County,YES,15
661,ESBL,LA County,YES,19
511,ESBL,LA County,YES,0
261,ESBL,LA County,YES,1
551,ESBL,LA County,NO,65
520,ESBL,LA County,YES,19
700,ESBL,LA County,NO,97
231,ESBL,LA County,YES,1
260,ESBL,LA County,YES,0
510,ESBL,LA County,YES,19
171,ESBL,LA County,YES,0
500,ESBL,LA County,YES,1
200,ESBL,LA County,NO,31
220,ESBL,LA County,YES,19
731,ESBL,LA County,YES,14
351,ESBL,LA County,YES,18
570,ESBL,LA County,YES,0
300,ESBL,LA County,YES,19
671,ESBL,LA County,YES,14
630,ESBL,LA County,YES,18
251,ESBL,LA County,NO,48
711,ESBL,LA County,YES,19
321,ESBL,LA County,YES,14
160,ESBL,LA County,YES,18
651,ESBL,LA County,YES,15
370,ESBL,LA County,YES,19
550,ESBL,LA County,YES,14
350,ESBL,LA County,YES,18
660,ESBL,LA County,YES,15
741,ESBL,LA County,YES,2
750,ESBL,LA County,YES,0
710,ESBL,LA County,YES,18
521,ESBL,LA County,YES,15
130,ESBL,LA County,YES,19
320,ESBL,LA County,YES,14
720,ESBL,LA County,YES,18
611,ESBL,LA County,YES,15
540,ESBL,LA County,YES,2
730,ESBL,LA County,YES,14
631,ESBL,LA County,YES,18
230,ESBL,LA County,YES,15
621,ESBL,LA County,YES,19
341,ESBL,LA County,YES,14
330,ESBL,LA County,YES,18
240,ESBL,LA County,YES,15
221,ESBL,LA County,YES,19
121,ESBL,LA County,YES,14
641,ESBL,LA County,YES,18
20,ESBL,LA County,YES,15
400,ESBL,LA County,YES,19
331,ESBL,LA County,YES,14
650,ESBL,LA County,YES,18
770,ESBL,LA County,YES,15
610,ESBL,LA County,YES,19
161,ESBL,LA County,YES,14
600,ESBL,LA County,YES,18
E. coli,Trimethoprim/Sulfamethoxazole,LA County,NO,47
561,Trimethoprim/Sulfamethoxazole,LA County,NO,52
620,Trimethoprim/Sulfamethoxazole,LA County,YES,17
571,Trimethoprim/Sulfamethoxazole,LA County,NO,72
271,Trimethoprim/Sulfamethoxazole,LA County,NO,78
530,Trimethoprim/Sulfamethoxazole,LA County,YES,2
760,Trimethoprim/Sulfamethoxazole,LA County,YES,0
361,Trimethoprim/Sulfamethoxazole,LA County,NO,21
771,Trimethoprim/Sulfamethoxazole,LA County,NO,98
560,Trimethoprim/Sulfamethoxazole,LA County,YES,18
360,Trimethoprim/Sulfamethoxazole,LA County,NO,47
761,Trimethoprim/Sulfamethoxazole,LA County,NO,51
751,Trimethoprim/Sulfamethoxazole,LA County,NO,73
721,Trimethoprim/Sulfamethoxazole,LA County,YES,2
371,Trimethoprim/Sulfamethoxazole,LA County,NO,72
531,Trimethoprim/Sulfamethoxazole,LA County,YES,1
131,Trimethoprim/Sulfamethoxazole,LA County,NO,47
661,Trimethoprim/Sulfamethoxazole,LA County,NO,50
511,Trimethoprim/Sulfamethoxazole,LA County,YES,0
261,Trimethoprim/Sulfamethoxazole,LA County,NO,68
551,Trimethoprim/Sulfamethoxazole,LA County,NO,31
520,Trimethoprim/Sulfamethoxazole,LA County,NO,50
700,Trimethoprim/Sulfamethoxazole,LA County,NO,97
231,Trimethoprim/Sulfamethoxazole,LA County,NO,34
260,Trimethoprim/Sulfamethoxazole,LA County,NO,48
510,Trimethoprim/Sulfamethoxazole,LA County,NO,50
171,Trimethoprim/Sulfamethoxazole,LA County,YES,0
500,Trimethoprim/Sulfamethoxazole,LA County,NO,100
200,Trimethoprim/Sulfamethoxazole,LA County,NO,31
220,Trimethoprim/Sulfamethoxazole,LA County,NO,50
731,Trimethoprim/Sulfamethoxazole,LA County,NO,46
351,Trimethoprim/Sulfamethoxazole,LA County,NO,50
570,Trimethoprim/Sulfamethoxazole,LA County,YES,0
300,Trimethoprim/Sulfamethoxazole,LA County,NO,50
671,Trimethoprim/Sulfamethoxazole,LA County,NO,46
630,Trimethoprim/Sulfamethoxazole,LA County,NO,50
251,Trimethoprim/Sulfamethoxazole,LA County,NO,98
711,Trimethoprim/Sulfamethoxazole,LA County,NO,50
321,Trimethoprim/Sulfamethoxazole,LA County,NO,46
160,Trimethoprim/Sulfamethoxazole,LA County,NO,50
651,Trimethoprim/Sulfamethoxazole,LA County,NO,47
370,Trimethoprim/Sulfamethoxazole,LA County,NO,50
550,Trimethoprim/Sulfamethoxazole,LA County,NO,46
350,Trimethoprim/Sulfamethoxazole,LA County,NO,50
660,Trimethoprim/Sulfamethoxazole,LA County,NO,47
741,Trimethoprim/Sulfamethoxazole,LA County,YES,2
750,Trimethoprim/Sulfamethoxazole,LA County,YES,0
710,Trimethoprim/Sulfamethoxazole,LA County,NO,50
521,Trimethoprim/Sulfamethoxazole,LA County,NO,47
130,Trimethoprim/Sulfamethoxazole,LA County,NO,50
320,Trimethoprim/Sulfamethoxazole,LA County,NO,46
720,Trimethoprim/Sulfamethoxazole,LA County,NO,50
611,Trimethoprim/Sulfamethoxazole,LA County,NO,47
540,Trimethoprim/Sulfamethoxazole,LA County,NO,100
730,Trimethoprim/Sulfamethoxazole,LA County,NO,46
631,Trimethoprim/Sulfamethoxazole,LA County,NO,50
230,Trimethoprim/Sulfamethoxazole,LA County,NO,47
621,Trimethoprim/Sulfamethoxazole,LA County,NO,50
341,Trimethoprim/Sulfamethoxazole,LA County,NO,46
330,Trimethoprim/Sulfamethoxazole,LA County,NO,50
240,Trimethoprim/Sulfamethoxazole,LA County,NO,47
221,Trimethoprim/Sulfamethoxazole,LA County,NO,50
121,Trimethoprim/Sulfamethoxazole,LA County,NO,46
641,Trimethoprim/Sulfamethoxazole,LA County,NO,50
20,Trimethoprim/Sulfamethoxazole,LA County,NO,47
400,Trimethoprim/Sulfamethoxazole,LA County,NO,50
331,Trimethoprim/Sulfamethoxazole,LA County,NO,46
650,Trimethoprim/Sulfamethoxazole,LA County,NO,50
770,Trimethoprim/Sulfamethoxazole,LA County,NO,47
610,Trimethoprim/Sulfamethoxazole,LA County,NO,50
161,Trimethoprim/Sulfamethoxazole,LA County,NO,46
600,Trimethoprim/Sulfamethoxazole,LA County,NO,50
E. coli,Ciprofloxacin,LA County,NO,38
561,Ciprofloxacin,LA County,NO,92
620,Ciprofloxacin,LA County,YES,7
571,Ciprofloxacin,LA County,NO,72
271,Ciprofloxacin,LA County,NO,25
530,Ciprofloxacin,LA County,YES,2
760,Ciprofloxacin,LA County,YES,0
361,Ciprofloxacin,LA County,YES,11
771,Ciprofloxacin,LA County,YES,0
560,Ciprofloxacin,LA County,NO,35
360,Ciprofloxacin,LA County,YES,0
761,Ciprofloxacin,LA County,YES,1
751,Ciprofloxacin,LA County,NO,86
721,Ciprofloxacin,LA County,YES,2
371,Ciprofloxacin,LA County,NO,72
531,Ciprofloxacin,LA County,YES,1
131,Ciprofloxacin,LA County,NO,38
661,Ciprofloxacin,LA County,NO,42
511,Ciprofloxacin,LA County,YES,0
261,Ciprofloxacin,LA County,YES,1
551,Ciprofloxacin,LA County,NO,65
520,Ciprofloxacin,LA County,NO,42
700,Ciprofloxacin,LA County,NO,97
231,Ciprofloxacin,LA County,NO,34
260,Ciprofloxacin,LA County,YES,0
510,Ciprofloxacin,LA County,NO,42
171,Ciprofloxacin,LA County,YES,0
500,Ciprofloxacin,LA County,YES,1
200,Ciprofloxacin,LA County,NO,31
220,Ciprofloxacin,LA County,NO,42
731,Ciprofloxacin,LA County,NO,37
351,Ciprofloxacin,LA County,NO,41
570,Ciprofloxacin,LA County,YES,0
300,Ciprofloxacin,LA County,NO,42
671,Ciprofloxacin,LA County,NO,37
630,Ciprofloxacin,LA County,NO,41
251,Ciprofloxacin,LA County,YES,0
711,Ciprofloxacin,LA County,NO,42
321,Ciprofloxacin,LA County,NO,37
160,Ciprofloxacin,LA County,NO,41
651,Ciprofloxacin,LA County,NO,38
370,Ciprofloxacin,LA County,NO,42
550,Ciprofloxacin,LA County,NO,37
350,Ciprofloxacin,LA County,NO,41
660,Ciprofloxacin,LA County,NO,38
741,Ciprofloxacin,LA County,YES,2
750,Ciprofloxacin,LA County,NO,97
710,Ciprofloxacin,LA County,NO,41
521,Ciprofloxacin,LA County,NO,38
130,Ciprofloxacin,LA County,NO,42
320,Ciprofloxacin,LA County,NO,37
720,Ciprofloxacin,LA County,NO,41
611,Ciprofloxacin,LA County,NO,38
540,Ciprofloxacin,LA County,YES,2
730,Ciprofloxacin,LA County,NO,37
631,Ciprofloxacin,LA County,NO,41
230,Ciprofloxacin,LA County,NO,38
621,Ciprofloxacin,LA County,NO,42
341,Ciprofloxacin,LA County,NO,37
330,Ciprofloxacin,LA County,NO,41
240,Ciprofloxacin,LA County,NO,38
221,Ciprofloxacin,LA County,NO,42
121,Ciprofloxacin,LA County,NO,37
641,Ciprofloxacin,LA County,NO,41
20,Ciprofloxacin,LA County,NO,38
400,Ciprofloxacin,LA County,NO,42
331,Ciprofloxacin,LA County,NO,37
650,Ciprofloxacin,LA County,NO,41
770,Ciprofloxacin,LA County,NO,38
610,Ciprofloxacin,LA County,NO,42
161,Ciprofloxacin,LA County,NO,37
600,Ciprofloxacin,LA County,NO,41
E. coli,Nitrofurantoin,LA County,YES,12
561,Nitrofurantoin,LA County,YES,11
620,Nitrofurantoin,LA County,YES,0
571,Nitrofurantoin,LA County,YES,1
271,Nitrofurantoin,LA County,YES,11
530,Nitrofurantoin,LA County,YES,2
760,Nitrofurantoin,LA County,YES,17
361,Nitrofurantoin,LA County,NO,31
771,Nitrofurantoin,LA County,YES,0
560,Nitrofurantoin,LA County,YES,2
360,Nitrofurantoin,LA County,YES,0
761,Nitrofurantoin,LA County,YES,1
751,Nitrofurantoin,LA County,NO,48
721,Nitrofurantoin,LA County,YES,2
371,Nitrofurantoin,LA County,YES,0
531,Nitrofurantoin,LA County,YES,1
131,Nitrofurantoin,LA County,YES,12
661,Nitrofurantoin,LA County,YES,16
511,Nitrofurantoin,LA County,YES,0
261,Nitrofurantoin,LA County,NO,34
551,Nitrofurantoin,LA County,YES,0
520,Nitrofurantoin,LA County,YES,16
700,Nitrofurantoin,LA County,NO,97
231,Nitrofurantoin,LA County,YES,1
260,Nitrofurantoin,LA County,YES,0
510,Nitrofurantoin,LA County,YES,16
171,Nitrofurantoin,LA County,YES,0
500,Nitrofurantoin,LA County,YES,1
200,Nitrofurantoin,LA County,NO,65
220,Nitrofurantoin,LA County,YES,16
731,Nitrofurantoin,LA County,YES,11
351,Nitrofurantoin,LA County,YES,15
570,Nitrofurantoin,LA County,YES,0
300,Nitrofurantoin,LA County,YES,16
671,Nitrofurantoin,LA County,YES,11
630,Nitrofurantoin,LA County,YES,15
251,Nitrofurantoin,LA County,NO,48
711,Nitrofurantoin,LA County,YES,16
321,Nitrofurantoin,LA County,YES,11
160,Nitrofurantoin,LA County,YES,15
651,Nitrofurantoin,LA County,YES,12
370,Nitrofurantoin,LA County,YES,16
550,Nitrofurantoin,LA County,YES,11
350,Nitrofurantoin,LA County,YES,15
660,Nitrofurantoin,LA County,YES,12
741,Nitrofurantoin,LA County,YES,2
750,Nitrofurantoin,LA County,YES,0
710,Nitrofurantoin,LA County,YES,15
521,Nitrofurantoin,LA County,YES,12
130,Nitrofurantoin,LA County,YES,16
320,Nitrofurantoin,LA County,YES,11
720,Nitrofurantoin,LA County,YES,15
611,Nitrofurantoin,LA County,YES,12
540,Nitrofurantoin,LA County,YES,2
730,Nitrofurantoin,LA County,YES,11
631,Nitrofurantoin,LA County,YES,15
230,Nitrofurantoin,LA County,YES,12
621,Nitrofurantoin,LA County,YES,16
341,Nitrofurantoin,LA County,YES,11
330,Nitrofurantoin,LA County,YES,15
240,Nitrofurantoin,LA County,YES,12
221,Nitrofurantoin,LA County,YES,16
121,Nitrofurantoin,LA County,YES,11
641,Nitrofurantoin,LA County,YES,15
20,Nitrofurantoin,LA County,YES,12
400,Nitrofurantoin,LA County,YES,16
331,Nitrofurantoin,LA County,YES,11
650,Nitrofurantoin,LA County,YES,15
770,Nitrofurantoin,LA County,YES,12
610,Nitrofurantoin,LA County,YES,16
161,Nitrofurantoin,LA County,YES,11
600,Nitrofurantoin,LA County,YES,15
E. coli,Ampicillin,NY Langone,NO,55
561,Ampicillin,NY Langone,NO,95
620,Ampicillin,NY Langone,NO,58
571,Ampicillin,NY Langone,NO,34
271,Ampicillin,NY Langone,NO,65
530,Ampicillin,NY Langone,NO,46
760,Ampicillin,NY Langone,YES,8
361,Ampicillin,NY Langone,NO,51
771,Ampicillin,NY Langone,NO,48
560,Ampicillin,NY Langone,NO,100
360,Ampicillin,NY Langone,NO,30
761,Ampicillin,NY Langone,NO,61
751,Ampicillin,NY Langone,YES,0
721,Ampicillin,NY Langone,NO,77
371,Ampicillin,NY Langone,NO,97
531,Ampicillin,NY Langone,YES,1
131,Ampicillin,NY Langone,NO,23
661,Ampicillin,NY Langone,NO,52
511,Ampicillin,NY Langone,NO,30
261,Ampicillin,NY Langone,NO,100
551,Ampicillin,NY Langone,NO,65
520,Ampicillin,NY Langone,NO,100
700,Ampicillin,NY Langone,NO,22
231,Ampicillin,NY Langone,NO,58
260,Ampicillin,NY Langone,NO,48
510,Ampicillin,NY Langone,NO,58
171,Ampicillin,NY Langone,NO,97
500,Ampicillin,NY Langone,NO,58
200,Ampicillin,NY Langone,YES,0
220,Ampicillin,NY Langone,NO,58
731,Ampicillin,NY Langone,YES,0
351,Ampicillin,NY Langone,NO,100
570,Ampicillin,NY Langone,NO,55
